fighter,date_of_birth,tuf,r2ufc,dwcs,pride,sf,wec,bmf,hof,country,gender,weightclass,current_rank,rank_flag,current_p4p,p4p_flag,peak_rank,peak_p4p,bouts,wins,win_types,losses,loss_types,streak,best_streak,bonus,slot,elo,peak_elo,opp_elo,debut,debut_result,prev_bout,prev_result,next_date,next_opp
Modestas Bukauskas,1994-02-10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"United Kingdom, England, Lithuania",male,light heavyweight,16,NA,16,NA,16,16,13,8,3 KO 1 Sub 4 Dec,5,4 KO 0 Sub 1 Dec,1,4,1,7.2,2823,2984,2722,2020-07-15,W - Andreas Michailidis,2026-05-16,W - Christian Edwards,NA,NA
Rafael Estevam,1996-08-10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,flyweight,16,NA,16,NA,15,16,4,3,0 KO 0 Sub 3 Dec,1,1 KO 0 Sub 0 Dec,-1,3,0,9.2,2822,2963,2733,2023-11-18,W - Charles Johnson,2026-04-04,L - Ethyn Ewing,NA,NA
Jordan Leavitt,1995-06-02,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"featherweight, lightweight",16,NA,16,NA,16,16,10,6,2 KO 2 Sub 2 Dec,4,0 KO 3 Sub 1 Dec,-1,2,3,8.6,2820,2923,2747,2020-12-05,W - Matt Wiman,2026-06-06,L - Joanderson Brito,NA,NA
Ismail Naurdiev,1996-08-18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Austria, Morocco, Russia",male,middleweight,16,NA,16,NA,16,16,7,4,1 KO 0 Sub 3 Dec,3,0 KO 0 Sub 3 Dec,1,1,0,10.7,2820,2894,2857,2019-02-23,W - Michel Prazeres,2025-11-22,W - Ryan Loder,NA,NA
Marcio Barbosa,1998-05-22,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,featherweight,16,NA,16,NA,16,16,1,1,1 KO 0 Sub 0 Dec,0,0 KO 0 Sub 0 Dec,1,1,1,6,2816,2816,2573,2026-04-18,W - Dennis Buzukja,2026-04-18,W - Dennis Buzukja,NA,NA
Charles Radtke,1990-07-09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,NA,16,NA,16,16,7,5,2 KO 1 Sub 2 Dec,2,2 KO 0 Sub 0 Dec,2,2,1,7.9,2815,2815,2646,2023-09-09,W - Blood Diamond,2026-04-11,W - Francisco Prado,NA,NA
Tabatha Ricci,1995-02-21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,female,women's strawweight,8,NA,16,NA,7,16,11,7,1 KO 1 Sub 5 Dec,4,1 KO 0 Sub 3 Dec,-1,4,0,6.9,2815,2916,2732,2021-06-05,L - Manon Fiorot,2026-04-04,L - Virna Jandiroba,2026-07-18,Fatima Kline
Edgar Chairez,1996-01-27,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Mexico,male,flyweight,15,NA,16,NA,15,16,7,4,0 KO 3 Sub 1 Dec,2,0 KO 0 Sub 2 Dec,3,3,2,6.7,2813,2813,2591,2023-07-08,L - Tatsuro Taira,2026-06-06,W - Bruno Gustavo da Silva,NA,NA
Tallison Teixeira,1999-12-07,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,heavyweight,16,NA,16,NA,11,16,4,2,1 KO 0 Sub 1 Dec,2,2 KO 0 Sub 0 Dec,-1,1,1,2.8,2813,2829,2944,2025-02-08,W - Justin Tafa,2026-05-30,L - Sergei Pavlovich,NA,NA
Allan Nascimento,1991-09-11,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,flyweight,16,NA,16,NA,16,16,6,4,0 KO 2 Sub 2 Dec,2,0 KO 0 Sub 2 Dec,-1,4,2,8.2,2812,2916,2712,2021-10-30,L - Tagir Ulanbekov,2026-06-20,L - Mitch Raposo,NA,NA
Sumudaerji,1996-01-20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,China,male,flyweight,16,NA,16,NA,11,16,11,6,1 KO 0 Sub 5 Dec,4,0 KO 3 Sub 1 Dec,0,3,2,7.2,2812,2812,2687,2018-11-24,L - Louis Smolka,2026-05-30,NC - Alex Perez,NA,NA
Rob Font,1987-06-25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Puerto Rico, United States",male,bantamweight,16,NA,16,NA,3,16,21,12,6 KO 1 Sub 5 Dec,9,0 KO 1 Sub 8 Dec,-2,4,5,4.3,2812,3214,2935,2014-07-05,W - George Roop,2026-03-07,L - Raul Rosas Jr.,NA,NA
Michael Johnson,1986-06-04,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,NA,16,NA,5,16,32,16,6 KO 0 Sub 10 Dec,16,4 KO 5 Sub 7 Dec,-1,4,6,4.8,2812,3055,2789,2010-12-04,L - Jonathan Brookins,2026-03-07,L - Drew Dober,NA,NA
Kyler Phillips,1995-06-12,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,bantamweight,16,NA,16,NA,10,16,10,6,1 KO 1 Sub 4 Dec,4,0 KO 0 Sub 4 Dec,-3,3,4,5.3,2811,3076,2846,2020-02-29,W - Gabriel Silva,2026-04-18,L - Charles Jourdain,NA,NA
Abdul-Kareem Al-Selwady,1995-04-10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Palestine, United States",male,lightweight,16,NA,16,NA,16,16,2,1,0 KO 0 Sub 1 Dec,1,1 KO 0 Sub 0 Dec,1,1,0,11.5,2811,2811,2753,2024-03-02,L - Loik Radzhabov,2026-03-21,W - Shem Rock,NA,NA
Morgan Charriere,1995-10-26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"France, NA",male,featherweight,16,NA,16,NA,16,16,6,3,3 KO 0 Sub 0 Dec,3,1 KO 0 Sub 2 Dec,-1,1,4,4.7,2809,2849,2793,2023-09-02,W - Manolo Zecchini,2025-12-13,L - Melquizael Costa,NA,NA
Joaquim Silva,1989-02-05,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,lightweight,16,NA,16,NA,16,16,12,7,3 KO 0 Sub 4 Dec,5,3 KO 0 Sub 2 Dec,1,3,2,7.4,2808,2808,2776,2015-09-05,W - Nazareno Malegarie,2025-09-13,W - Claudio Puelles,NA,NA
Abdul Rakhman Yakhyaev,2001-01-03,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Russia, Turkey",male,light heavyweight,16,NA,16,NA,16,16,2,2,0 KO 2 Sub 0 Dec,0,0 KO 0 Sub 0 Dec,2,2,0,6.5,2807,2807,2566,2025-11-22,W - Rafael Cerqueira,2026-04-04,W - Brendson Ribeiro,2026-06-27,Julius Walker
Mateusz Rebecki,1992-10-03,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Poland,male,lightweight,16,NA,16,NA,16,16,8,4,1 KO 1 Sub 2 Dec,4,1 KO 1 Sub 2 Dec,-3,3,3,6.8,2805,3136,2899,2023-01-14,W - Nick Fiore,2026-05-09,L - Grant Dawson,NA,NA
Ketlen Souza,1994-08-18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,female,women's strawweight,16,NA,16,NA,16,16,7,4,1 KO 1 Sub 2 Dec,3,0 KO 1 Sub 2 Dec,2,2,1,9,2804,2804,2644,2023-06-03,L - Karine Silva,2026-06-06,W - Ariane Carnelossi,NA,NA
Christian Rodriguez,1997-12-17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,featherweight,16,NA,16,NA,16,16,10,6,0 KO 2 Sub 4 Dec,4,0 KO 1 Sub 3 Dec,1,4,1,6.1,2802,2853,2732,2022-02-19,L - Jonathan Pearce,2026-06-20,W - Hyder Amil,NA,NA
Jose Delgado,1998-04-21,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,featherweight,16,NA,16,NA,16,16,4,3,2 KO 0 Sub 1 Dec,1,0 KO 0 Sub 1 Dec,1,2,0,6.5,2801,2825,2776,2025-02-15,W - Connor Matthews,2026-03-14,W - Andre Fili,2026-07-18,Austin Bashi
Kyle Nelson,1991-04-20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Canada,male,"lightweight, featherweight",16,NA,16,NA,16,16,12,5,2 KO 0 Sub 3 Dec,6,4 KO 1 Sub 1 Dec,-1,3,0,7.1,2801,2963,2785,2018-12-08,L - Diego Ferreira,2026-03-28,L - Terrance McKinney,NA,NA
Said Nurmagomedov,1992-04-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Russia,male,bantamweight,16,NA,16,NA,12,16,11,7,2 KO 3 Sub 2 Dec,4,0 KO 0 Sub 4 Dec,-2,4,3,7.1,2800,3101,2829,2018-07-14,W - Justin Scoggins,2025-07-26,L - Bryce Mitchell,NA,NA
Miranda Maverick,1997-07-01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,female,women's flyweight,9,NA,16,NA,9,16,12,8,1 KO 2 Sub 5 Dec,4,0 KO 0 Sub 4 Dec,-1,4,0,8.2,2800,2895,2608,2020-10-24,W - Liana Jojua,2025-06-14,L - Rose Namajunas,NA,NA
Islam Dulatov,1998-08-02,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Germany, Russia",male,welterweight,16,NA,16,NA,16,16,1,1,1 KO 0 Sub 0 Dec,0,0 KO 0 Sub 0 Dec,1,1,1,10,2799,2799,2564,2025-07-19,W - Adam Fugitt,2025-07-19,W - Adam Fugitt,2026-07-25,Wellington Turman
Keiichiro Nakamura,1998-12-02,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Japan,NA,,16,NA,16,NA,16,16,0,NA,NA,NA,NA,NA,NA,NA,NA,2799,NA,NA,NA,NA,NA,NA,NA,NA
Casey O'Neill,1997-10-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Australia, Scotland",female,women's flyweight,11,NA,16,NA,10,16,8,6,3 KO 1 Sub 2 Dec,2,0 KO 1 Sub 1 Dec,2,4,1,8.4,2797,2797,2612,2021-02-20,W - Shana Dobson,2026-03-28,W - Gabriella Fernandes,NA,NA
Iwo Baraniewski,1998-11-20,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Poland,male,light heavyweight,16,NA,16,NA,16,16,3,3,3 KO 0 Sub 0 Dec,0,0 KO 0 Sub 0 Dec,3,3,3,7,2796,2796,2520,2025-12-06,W - Ibo Aslan,2026-06-06,W - Junior Tafa,NA,NA
Brando Pericic,1994-08-03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Australia, Croatia",male,heavyweight,13,NA,16,NA,13,16,3,3,3 KO 0 Sub 0 Dec,0,0 KO 0 Sub 0 Dec,3,3,2,9,2794,2794,2612,2025-09-28,W - Elisha Ellison,2026-05-02,W - Shamil Gaziev,NA,NA
Claudio Puelles,1996-04-21,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Peru,male,lightweight,16,NA,16,NA,16,16,9,5,0 KO 3 Sub 2 Dec,4,2 KO 0 Sub 2 Dec,-3,5,2,8.7,2793,3015,2734,2016-11-05,L - Martin Bravo,2025-09-13,L - Joaquim Silva,NA,NA
Loopy Godinez,1993-09-06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Canada, Mexico",female,women's strawweight,6,NA,16,NA,6,16,15,9,0 KO 2 Sub 7 Dec,6,0 KO 1 Sub 5 Dec,-1,4,1,7.7,2793,2827,2650,2021-04-17,L - Jessica Penne,2026-04-11,L - Tatiana Suarez,NA,NA
Miles Johns,1994-03-30,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"bantamweight, featherweight",16,NA,16,NA,16,16,12,7,2 KO 0 Sub 5 Dec,5,1 KO 2 Sub 2 Dec,-3,4,2,8,2792,3036,2757,2019-09-14,W - Cole Smith,2025-11-08,L - Daniel Marcos,NA,NA
Muhammad Naimov,1994-08-07,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Tajikistan,male,featherweight,16,NA,16,NA,16,16,7,5,2 KO 0 Sub 3 Dec,2,1 KO 1 Sub 0 Dec,-1,3,1,9.4,2792,2891,2769,2023-06-03,W - Jamie Mullarkey,2025-12-06,L - Mairon Santos,NA,NA
Hecher Sosa,1995-08-25,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Spain,male,bantamweight,16,NA,16,NA,16,16,1,1,0 KO 0 Sub 1 Dec,0,0 KO 0 Sub 0 Dec,1,1,0,13,2791,2791,2613,2026-03-14,W - Luan Lacerda,2026-03-14,W - Luan Lacerda,NA,NA
Darren Elkins,1984-05-16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,featherweight,16,NA,16,NA,9,16,30,19,4 KO 3 Sub 12 Dec,11,4 KO 1 Sub 6 Dec,-1,6,4,7,2790,3086,2766,2010-03-21,W - Duane Ludwig,2025-04-12,L - Julian Erosa,NA,NA
Michel Pereira,1993-10-06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,middleweight,16,NA,16,NA,13,16,15,10,2 KO 3 Sub 5 Dec,5,2 KO 0 Sub 2 Dec,1,8,6,4.8,2789,3146,2825,2019-05-18,W - Danny Roberts,2026-02-21,W - Zachary Reese,2026-06-27,Shara Magomedov
Katlyn Cerminara,1988-12-28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,female,women's flyweight,16,NA,16,NA,1,8,17,11,0 KO 0 Sub 11 Dec,6,2 KO 0 Sub 4 Dec,-2,4,1,6.8,2789,3038,2746,2016-07-13,W - Lauren Murphy,2024-03-09,L - Maycee Barber,NA,NA
Axel Sola,1997-09-17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,France,male,"lightweight, welterweight",16,NA,16,NA,16,16,2,1,1 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,1,1,6,2789,2866,2830,2025-09-06,W - Rhys McKee,2026-03-21,L - Mason Jones,2026-07-25,Ismael Bonfim
Michelle Montague,1993-11-25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,New Zealand,female,women's bantamweight,14,NA,16,NA,11,16,2,2,0 KO 0 Sub 2 Dec,0,0 KO 0 Sub 0 Dec,2,2,0,9.5,2788,2788,2634,2025-09-28,W - Luana Carolina,2026-04-25,W - Mayra Bueno Silva,NA,NA
Edson Barboza,1986-01-21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,lightweight,16,NA,16,NA,3,16,32,18,8 KO 1 Sub 9 Dec,14,5 KO 2 Sub 7 Dec,-3,4,13,3.9,2787,3242,2897,2010-11-20,W - Mike Lullo,2025-12-06,L - Jalin Turner,2026-08-15,Esteban Ribovics
Chidi Njokuani,1988-12-31,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Nigeria, United States",male,welterweight,16,NA,16,NA,16,16,10,5,3 KO 0 Sub 2 Dec,5,2 KO 1 Sub 2 Dec,-2,3,3,5.4,2786,2987,2842,2022-02-05,W - Marc-Andre Barriault,2026-02-21,L - Carlos Leal,NA,NA
Benardo Sopaj,2000-09-25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Albania, Greece, Sweden",male,bantamweight,16,NA,16,NA,16,16,3,2,0 KO 1 Sub 1 Dec,1,1 KO 0 Sub 0 Dec,2,2,1,8,2785,2785,2658,2024-03-02,L - Vinicius Oliveira,2026-05-16,W - Timmy Cuamba,NA,NA
Cesar Almeida,1988-03-28,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,middleweight,16,NA,16,NA,16,16,5,3,2 KO 0 Sub 1 Dec,2,0 KO 0 Sub 2 Dec,-1,2,2,6.4,2784,2860,2762,2024-04-06,W - Dylan Budka,2025-12-13,L - Cezary Oleksiejczuk,2026-07-11,Damian Pinas
Rinya Nakamura,1995-03-23,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Japan,male,bantamweight,16,NA,16,NA,16,16,5,4,2 KO 0 Sub 2 Dec,1,0 KO 0 Sub 1 Dec,1,3,1,7.6,2783,2824,2601,2023-02-04,W - Toshiomi Kazama,2025-08-02,W - Nathan Fletcher,NA,NA
Jingnan Xiong,1988-01-12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,China,female,women's strawweight,16,NA,16,NA,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,-1,0,11,2781,2781,2591,2026-05-30,L - Angela Hill,2026-05-30,L - Angela Hill,NA,NA
Amanda Lemos,1987-05-22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,female,women's strawweight,7,NA,16,NA,3,9,15,9,3 KO 2 Sub 4 Dec,6,1 KO 2 Sub 3 Dec,-2,5,3,5.4,2780,2989,2814,2017-07-16,L - Leslie Smith,2026-03-14,L - Gillian Robertson,NA,NA
Austin Bashi,2001-09-29,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,featherweight,16,NA,16,NA,16,16,2,1,0 KO 1 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,1,1,0,7.5,2780,2780,2710,2025-01-11,L - Christian Rodriguez,2025-08-02,W - John Yannis,2026-07-18,Jose Delgado
Giga Chikadze,1988-08-25,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Georgia,male,featherweight,16,NA,16,NA,7,16,12,8,3 KO 0 Sub 5 Dec,4,1 KO 0 Sub 3 Dec,-3,7,4,5,2779,3128,2873,2019-09-28,W - Brandon Davis,2025-12-13,L - Kevin Vallejos,NA,NA
Jared Gordon,1988-09-06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,NA,16,NA,16,16,18,9,3 KO 0 Sub 6 Dec,8,4 KO 2 Sub 2 Dec,-2,3,1,6.6,2779,3033,2825,2017-06-25,W - Michel Quinones,2026-05-09,L - Jim Miller,NA,NA
Ramiro Jimenez,1999-01-16,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Mexico,male,featherweight,16,NA,16,NA,16,16,0,NA,NA,NA,NA,NA,NA,NA,NA,2778,NA,NA,NA,NA,NA,NA,NA,NA
Billy Elekana,1995-05-28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"United States, Samoa",male,light heavyweight,16,NA,16,NA,16,16,4,3,0 KO 2 Sub 1 Dec,1,0 KO 1 Sub 0 Dec,3,3,0,7.8,2775,2775,2628,2025-01-18,L - Bogdan Guskov,2026-02-01,W - Junior Tafa,NA,NA
Kaan Ofli,1993-06-19,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Australia, Turkey",male,featherweight,16,NA,16,NA,16,16,4,2,0 KO 1 Sub 1 Dec,2,1 KO 0 Sub 1 Dec,2,2,0,6.2,2774,2774,2735,2024-08-24,L - Mairon Santos,2026-02-01,W - Yizha,2026-06-27,Javier Reyes
Rodolfo Bellato,1996-02-05,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,light heavyweight,16,NA,16,NA,16,16,5,2,2 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,1,1,2,7.8,2774,2818,2714,2023-12-02,W - Ihor Potieria,2026-03-07,W - Luke Fernandez,NA,NA
Angela Hill,1985-01-12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,female,women's strawweight,12,NA,16,NA,9,16,30,14,2 KO 1 Sub 11 Dec,16,0 KO 2 Sub 14 Dec,1,3,5,6.8,2770,2858,2628,2014-12-12,W - Emily Kagan,2026-05-30,W - Jingnan Xiong,NA,NA
Jack Jenkins,1993-11-03,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Australia,male,featherweight,16,NA,16,NA,16,16,6,4,1 KO 0 Sub 3 Dec,2,1 KO 1 Sub 0 Dec,1,2,0,7.8,2769,2837,2707,2023-02-11,W - Don Shainis,2025-09-28,W - Ramon Taveras,NA,NA
Kody Steele,1995-04-21,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,NA,16,NA,16,16,2,1,0 KO 1 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,1,1,1,11.5,2769,2769,2760,2025-02-08,L - Rongzhu,2026-05-02,W - Dom Mar Fan,NA,NA
Lance Gibson Jr.,1995-02-02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Canada,male,lightweight,16,NA,16,NA,16,16,2,1,1 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,1,1,0,7,2768,2768,2862,2025-12-13,L - King Green,2026-03-28,W - Chase Hooper,NA,NA
Serhiy Sidey,1996-07-04,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Canada, Ukraine",male,bantamweight,16,NA,16,NA,16,16,3,2,0 KO 0 Sub 2 Dec,1,0 KO 0 Sub 1 Dec,2,2,0,8,2767,2767,2620,2024-01-20,L - Ramon Taveras,2025-05-03,W - Cameron Smotherman,NA,NA
Talita Alencar,1990-10-17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,female,women's strawweight,16,NA,16,NA,16,16,5,4,0 KO 1 Sub 3 Dec,1,0 KO 0 Sub 1 Dec,3,3,0,11.8,2765,2765,2573,2023-12-09,W - Rayanne dos Santos,2026-04-25,W - Julia Polastri,NA,NA
Yadier del Valle,1996-07-29,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Cuba,male,featherweight,16,NA,16,NA,16,16,3,2,0 KO 2 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,2,0,8,2765,2892,2632,2025-05-17,W - Connor Matthews,2026-02-21,L - Jordan Leavitt,NA,NA
Alden Coria,1998-04-24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,flyweight,16,NA,16,NA,16,16,2,2,1 KO 0 Sub 1 Dec,0,0 KO 0 Sub 0 Dec,2,2,0,10.5,2765,2765,2558,2025-09-13,W - Alessandro Costa,2026-02-21,W - Luis Gurule,2026-07-18,Stewart Nicoll
Dakota Hope,1997-01-29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,NA,16,NA,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,-1,0,13,2765,2765,2928,2026-04-04,L - Kai Kamaka III,2026-04-04,L - Kai Kamaka III,NA,NA
Julian Erosa,1989-07-31,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,featherweight,16,NA,16,NA,16,16,18,9,2 KO 4 Sub 3 Dec,9,7 KO 0 Sub 2 Dec,-2,3,2,7.1,2764,2994,2773,2015-12-11,W - Marcin Wrzosek,2026-03-28,L - Lerryan Douglas,NA,NA
Imanol Rodriguez,1999-11-15,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Mexico,male,flyweight,16,NA,16,NA,16,16,1,1,1 KO 0 Sub 0 Dec,0,0 KO 0 Sub 0 Dec,1,1,1,5,2764,2764,2549,2026-02-28,W - Kevin Borjas,2026-02-28,W - Kevin Borjas,NA,NA
SuYoung You,1995-12-11,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,South Korea,male,bantamweight,16,NA,16,NA,16,16,4,3,0 KO 0 Sub 3 Dec,1,0 KO 1 Sub 0 Dec,-1,3,0,8.8,2760,2882,2684,2024-11-23,W - Baergeng Jieleyisi,2026-03-14,L - Elijah Smith,NA,NA
Jaqueline Amorim,1995-06-24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,female,women's strawweight,16,NA,16,NA,16,16,7,5,1 KO 4 Sub 0 Dec,2,0 KO 0 Sub 2 Dec,1,4,1,11.7,2760,2824,2578,2023-04-08,L - Sam Hughes,2026-05-30,W - Loma Lookboonmee,NA,NA
Alessandro Costa,1996-01-28,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Brazil, Mexico",male,flyweight,16,NA,16,NA,16,16,7,4,4 KO 0 Sub 0 Dec,3,2 KO 0 Sub 1 Dec,2,2,3,7.9,2759,2759,2668,2022-12-17,L - Amir Albazi,2026-06-06,W - Matt Schnell,NA,NA
Abdul Hussein,1997-08-02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Finland, Palestine",male,bantamweight,16,NA,16,NA,16,16,0,NA,NA,NA,NA,NA,NA,0,NA,2759,NA,2826,NA,NA,NA,NA,2026-07-25,Muin Gafurov
Gabe Green,1993-05-02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"lightweight, welterweight",16,NA,16,NA,16,16,6,3,1 KO 1 Sub 1 Dec,3,1 KO 0 Sub 2 Dec,1,2,0,8.2,2758,2861,2744,2020-05-30,L - Daniel Rodriguez,2025-05-17,W - Matheus Camilo,NA,NA
Ramiz Brahimaj,1992-11-17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Albania, United States, Kosovo",male,welterweight,16,NA,16,NA,16,16,9,5,1 KO 4 Sub 0 Dec,4,1 KO 0 Sub 3 Dec,-1,3,2,8.7,2753,2843,2628,2020-11-07,L - Max Griffin,2026-02-21,L - Punahele Soriano,NA,NA
Mizuki,1994-08-19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Japan,female,women's strawweight,15,NA,16,NA,15,16,4,3,0 KO 0 Sub 3 Dec,1,0 KO 0 Sub 1 Dec,2,2,0,8.5,2751,2751,2576,2019-08-31,W - Yanan Wu,2025-10-25,W - Jaqueline Amorim,NA,NA
Francis Marshall,1999-03-03,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"lightweight, featherweight",16,NA,16,NA,16,16,7,4,1 KO 1 Sub 2 Dec,3,1 KO 0 Sub 2 Dec,2,2,0,10.1,2750,2750,2598,2022-12-03,W - Marcelo Rojo,2026-04-25,W - Lucas Brennan,NA,NA
Danny Silva,1997-01-30,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Mexico, United States",male,featherweight,16,NA,16,NA,16,16,4,3,1 KO 0 Sub 2 Dec,1,0 KO 0 Sub 1 Dec,1,2,0,7.5,2746,2746,2722,2024-03-16,W - Josh Culibao,2026-03-21,W - Kurtis Campbell,NA,NA
Zhang Mingyang,1998-08-16,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,China,male,light heavyweight,16,NA,16,NA,13,16,5,3,3 KO 0 Sub 0 Dec,2,2 KO 0 Sub 0 Dec,-2,3,4,4,2745,2940,2781,2024-02-17,W - Brendson Ribeiro,2026-05-30,L - Alonzo Menifield,NA,NA
